"","sigma_s","rew_multi","sigma","rho","reward"
"3785",1,10,0.5,1,18855.7155829755
"3786",1,10,0.6,1,18208.7397849964
"3787",1,10,0.7,1,17701.8072254931
"3788",1,10,0.8,1,17309.9584019046
"3789",1,10,0.9,1,17006.2549340788
"3790",1,10,1,1,16768.7561078855
"3791",1,10,1.1,1,16580.9263270825
"3792",1,10,1.2,1,16430.6013773409
"3793",1,10,1.3,1,16308.8740615287
"3794",1,10,1.4,1,16209.1960725277
"3795",1,10,1.5,1,16126.7141927144
"3796",1,10,1.6,1,16057.7952971034
"3797",1,10,1.7,1,15999.6901092506
"3798",1,10,1.8,1,15950.2953031735
"3799",1,10,1.9,1,15907.9843752241
"3800",1,10,2,1,15871.4864832179
"3801",1,10,0.1,1.1,22042.5949728955
"3802",1,10,0.2,1.1,21273.2272743037
"3803",1,10,0.3,1.1,20470.7506413374
"3804",1,10,0.4,1.1,19636.8571080712
"3805",1,10,0.5,1.1,18875.8409298159
"3806",1,10,0.6,1.1,18260.993005797
"3807",1,10,0.7,1.1,17786.8466646334
"3808",1,10,0.8,1.1,17423.694006257
"3809",1,10,0.9,1.1,17143.6474121116
"3810",1,10,1,1.1,16925.2531386332
"3811",1,10,1.1,1.1,16752.7963403616
"3812",1,10,1.2,1.1,16614.8914569681
"3813",1,10,1.3,1.1,16503.2727256257
"3814",1,10,1.4,1.1,16411.8939082263
"3815",1,10,1.5,1.1,16336.2874974972
"3816",1,10,1.6,1.1,16273.1153813458
"3817",1,10,1.7,1.1,16219.854484063
"3818",1,10,1.8,1.1,16174.5759468361
"3819",1,10,1.9,1.1,16135.7888566875
"3820",1,10,2,1.1,16102.3286293491
"3821",1,10,0.1,1.2,22030.6364290442
"3822",1,10,0.2,1.2,21258.2209724978
"3823",1,10,0.3,1.2,20452.1024719208
"3824",1,10,0.4,1.2,19621.4443002392
"3825",1,10,0.5,1.2,18880.9382010919
"3826",1,10,0.6,1.2,18297.3745143076
"3827",1,10,0.7,1.2,17854.6928999683
"3828",1,10,0.8,1.2,17518.7109054922
"3829",1,10,0.9,1.2,17260.8827780814
"3830",1,10,1,1.2,17060.3565681591
"3831",1,10,1.1,1.2,16902.2511742355
"3832",1,10,1.2,1.2,16775.9345290101
"3833",1,10,1.3,1.2,16673.7485976564
"3834",1,10,1.4,1.2,16590.1178576136
"3835",1,10,1.5,1.2,16520.9344876273
"3836",1,10,1.6,1.2,16463.1347567392
"3837",1,10,1.7,1.2,16414.405733537
"3838",1,10,1.8,1.2,16372.9805995563
"3839",1,10,1.9,1.2,16337.4944038354
"3840",1,10,2,1.2,16306.8813245182
"3841",1,10,0.1,1.3,22016.0167181182
"3842",1,10,0.2,1.3,21237.2859785086
"3843",1,10,0.3,1.3,20424.0353032575
"3844",1,10,0.4,1.3,19594.340557497
"3845",1,10,0.5,1.3,18873.8107840049
"3846",1,10,0.6,1.3,18320.8473792886
"3847",1,10,0.7,1.3,17908.2203435978
"3848",1,10,0.8,1.3,17597.748971409
"3849",1,10,0.9,1.3,17360.5785342672
"3850",1,10,1,1.3,17176.5806557235
"3851",1,10,1.1,1.3,17031.7181454335
"3852",1,10,1.2,1.3,16916.0840074979
"3853",1,10,1.3,1.3,16822.5917596306
"3854",1,10,1.4,1.3,16746.103408383
"3855",1,10,1.5,1.3,16682.8433750142
"3856",1,10,1.6,1.3,16630.0005365565
"3857",1,10,1.7,1.3,16585.4551103545
"3858",1,10,1.8,1.3,16547.589109942
"3859",1,10,1.9,1.3,16515.1532638612
"3860",1,10,2,1.3,16487.1724686728
"3861",1,10,0.1,1.4,21999.1430651802
"3862",1,10,0.2,1.4,21211.2844041535
"3863",1,10,0.3,1.4,20387.9312995629
"3864",1,10,0.4,1.4,19557.6010988023
"3865",1,10,0.5,1.4,18857.0494893595
"3866",1,10,0.6,1.4,18334.0798790151
"3867",1,10,0.7,1.4,17950.0005026528
"3868",1,10,0.8,1.4,17663.2839035688
"3869",1,10,0.9,1.4,17445.1411776693
"3870",1,10,1,1.4,17276.2815199329
"3871",1,10,1.1,1.4,17143.5140195178
"3872",1,10,1.2,1.4,17037.6240046884
"3873",1,10,1.3,1.4,16952.0582281818
"3874",1,10,1.4,1.4,16882.0819523314
"3875",1,10,1.5,1.4,16824.2237801803
"3876",1,10,1.6,1.4,16775.9030136017
"3877",1,10,1.7,1.4,16735.1757103348
"3878",1,10,1.8,1.4,16700.559247469
"3879",1,10,1.9,1.4,16670.9095253963
"3880",1,10,2,1.4,16645.3339174089
"3881",1,10,0.1,1.5,21980.3890001023
"3882",1,10,0.2,1.5,21180.9950956827
"3883",1,10,0.3,1.5,20345.0604085267
"3884",1,10,0.4,1.5,19513.130242633
"3885",1,10,0.5,1.5,18832.9979827349
"3886",1,10,0.6,1.5,18339.4131664758
"3887",1,10,0.7,1.5,17982.2777914595
"3888",1,10,0.8,1.5,17717.5029800961
"3889",1,10,0.9,1.5,17516.7357669526
"3890",1,10,1,1.5,17361.6182138049
"3891",1,10,1.1,1.5,17239.7974159729
"3892",1,10,1.2,1.5,17142.7137723273
"3893",1,10,1.3,1.5,17064.3074049229
"3894",1,10,1.4,1.5,17000.2122200674
"3895",1,10,1.5,1.5,16947.2330305724
"3896",1,10,1.6,1.5,16902.9975794443
"3897",1,10,1.7,1.5,16865.7206514182
"3898",1,10,1.8,1.5,16834.0416753306
"3899",1,10,1.9,1.5,16806.9113306595
"3900",1,10,2,1.5,16783.5113052593
"3901",1,10,0.1,1.6,21960.0934840597
"3902",1,10,0.2,1.6,21147.1133583421
"3903",1,10,0.3,1.6,20296.5777569715
"3904",1,10,0.4,1.6,19462.6722318644
"3905",1,10,0.5,1.6,18803.7315157556
"3906",1,10,0.6,1.6,18338.8504669641
"3907",1,10,0.7,1.6,18006.9684364598
"3908",1,10,0.8,1.6,17762.3029083571
"3909",1,10,0.9,1.6,17577.2767957279
"3910",1,10,1,1.6,17434.5348433057
"3911",1,10,1.1,1.6,17322.5423151459
"3912",1,10,1.2,1.6,17233.3534380826
"3913",1,10,1.3,1.6,17161.3610485607
"3914",1,10,1.4,1.6,17102.5334518198
"3915",1,10,1.5,1.6,17053.9243806702
"3916",1,10,1.6,1.6,17013.348719494
"3917",1,10,1.7,1.6,16979.1634533591
"3918",1,10,1.8,1.6,16950.1172239421
"3919",1,10,1.9,1.6,16925.2454677133
"3920",1,10,2,1.6,16903.7963120161
"3921",1,10,0.1,1.7,21938.5610204105
"3922",1,10,0.2,1.7,21110.2534768406
"3923",1,10,0.3,1.7,20243.5247992815
"3924",1,10,0.4,1.7,19407.8081653494
"3925",1,10,0.5,1.7,18771.0472700598
"3926",1,10,0.6,1.7,18334.0638720459
"3927",1,10,0.7,1.7,18025.6763672245
"3928",1,10,0.8,1.7,17799.3032196177
"3929",1,10,0.9,1.7,17628.4341546065
"3930",1,10,1,1.7,17496.758047404
"3931",1,10,1.1,1.7,17393.5275189277
"3932",1,10,1.2,1.7,17311.3663697031
"3933",1,10,1.3,1.7,17245.0795218267
"3934",1,10,1.4,1.7,17190.9364225825
"3935",1,10,1.5,1.7,17146.2135891613
"3936",1,10,1.6,1.7,17108.8927950281
"3937",1,10,1.7,1.7,17077.4575699833
"3938",1,10,1.8,1.7,17050.753627802
"3939",1,10,1.9,1.7,17027.8916908589
"3940",1,10,2,1.7,17008.1788836256
"3941",1,10,0.1,1.8,21916.0624796779
"3942",1,10,0.2,1.8,21070.95324058
"3943",1,10,0.3,1.8,20186.8330169571
"3944",1,10,0.4,1.8,19349.9572655766
"3945",1,10,0.5,1.8,18736.4647170901
"3946",1,10,0.6,1.8,18326.4144971513
"3947",1,10,0.7,1.8,18039.7203143169
"3948",1,10,0.8,1.8,17829.8694217056
"3949",1,10,0.9,1.8,17671.6488073533
"3950",1,10,1,1.8,17549.8048813348
"3951",1,10,1.1,1.8,17454.3374521185
"3952",1,10,1.2,1.8,17378.3938333405
"3953",1,10,1.3,1.8,17317.1512093416
"3954",1,10,1.4,1.8,17267.1484103192
"3955",1,10,1.5,1.8,17225.8601061808
"3956",1,10,1.6,1.8,17191.4160070531
"3957",1,10,1.7,1.8,17162.4115925755
"3958",1,10,1.8,1.8,17137.7783528409
"3959",1,10,1.9,1.8,17116.6934921114
"3960",1,10,2,1.8,17098.516215533
"3961",1,10,0.1,1.9,21892.8364248113
"3962",1,10,0.2,1.9,21029.6797890234
"3963",1,10,0.3,1.9,20127.3292436572
"3964",1,10,0.4,1.9,19290.3809159799
"3965",1,10,0.5,1.9,18701.2344852497
"3966",1,10,0.6,1.9,18316.981821869
"3967",1,10,0.7,1.9,18050.1671236107
"3968",1,10,0.8,1.9,17855.1412359855
"3969",1,10,0.9,1.9,17708.1539083532
"3970",1,10,1,1.9,17594.9971093055
"3971",1,10,1.1,1.9,17506.3704877766
"3972",1,10,1.2,1.9,17435.8982447714
"3973",1,10,1.3,1.9,17379.0914858965
"3974",1,10,1.4,1.9,17332.7285477775
"3975",1,10,1.5,1.9,17294.4593605087
"3976",1,10,1.6,1.9,17262.5440736961
"3977",1,10,1.7,1.9,17235.676692602
"3978",1,10,1.8,1.9,17212.8641149391
"3979",1,10,1.9,1.9,17193.3419536508
"3980",1,10,2,1.9,17176.5151548173
"3981",1,10,0.1,2,21869.0907676214
"3982",1,10,0.2,2,20986.8362106442
"3983",1,10,0.3,2,20065.7419775464
"3984",1,10,0.4,2,19230.1881842916
"3985",1,10,0.5,2,18666.3542564135
"3986",1,10,0.6,2,18306.5983747507
"3987",1,10,0.7,2,18057.8673226055
"3988",1,10,0.8,2,17876.0624399121
"3989",1,10,0.9,2,17738.9982087022
"3990",1,10,1,2,17633.4788981424
"3991",1,10,1.1,2,17550.8518299899
"3992",1,10,1.2,2,17485.1720416968
"3993",1,10,1.3,2,17432.248239546
"3994",1,10,1.4,2,17389.0705334843
"3995",1,10,1.5,2,17353.4430942545
"3996",1,10,1.6,2,17323.7405436102
"3997",1,10,1.7,2,17298.7432047671
"3998",1,10,1.8,2,17277.5239725633
"3999",1,10,1.9,2,17259.3695491836
"4000",1,10,2,2,17243.7248766207
"4001",1,15,0.1,0.1,21912.4947946842
"4002",1,15,0.2,0.1,20871.2355221478
"4003",1,15,0.3,0.1,19793.9707473775
"4004",1,15,0.4,0.1,18655.3236092936
"4005",1,15,0.5,0.1,17522.0271249402
"4006",1,15,0.6,0.1,16506.8859584973
"4007",1,15,0.7,0.1,15663.057278217
"4008",1,15,0.8,0.1,14989.0008556742
"4009",1,15,0.9,0.1,14459.0299192228
"4010",1,15,1,0.1,14043.0769192756
"4011",1,15,1.1,0.1,13714.7323201443
"4012",1,15,1.2,0.1,13453.1156501433
"4013",1,15,1.3,0.1,13242.415464231
"4014",1,15,1.4,0.1,13070.8444205082
"4015",1,15,1.5,0.1,12929.6339098367
"4016",1,15,1.6,0.1,12812.2303367708
"4017",1,15,1.7,0.1,12713.6957802293
"4018",1,15,1.8,0.1,12630.2734810176
"4019",1,15,1.9,0.1,12559.0757999399
"4020",1,15,2,0.1,12497.8601465455
"4021",1,15,0.1,0.2,21952.8016679838
"4022",1,15,0.2,0.2,20971.8229434885
"4023",1,15,0.3,0.2,19954.4711082151
"4024",1,15,0.4,0.2,18876.5812319241
"4025",1,15,0.5,0.2,17801.5023038028
"4026",1,15,0.6,0.2,16835.812837056
"4027",1,15,0.7,0.2,16030.4016678903
"4028",1,15,0.8,0.2,15384.7647194188
"4029",1,15,0.9,0.2,14875.4261500695
"4030",1,15,1,0.2,14474.4545108511
"4031",1,15,1.1,0.2,14157.103646656
"4032",1,15,1.2,0.2,13903.680746923
"4033",1,15,1.3,0.2,13699.1941975791
"4034",1,15,1.4,0.2,13532.4179363915
"4035",1,15,1.5,0.2,13394.9694222626
"4036",1,15,1.6,0.2,13280.5635884298
"4037",1,15,1.7,0.2,13184.4519583187
"4038",1,15,1.8,0.2,13103.0134938235
"4039",1,15,1.9,0.2,13033.4593089295
"4040",1,15,2,0.2,12973.6197619061
"4041",1,15,0.1,0.3,21986.0087233752
"4042",1,15,0.2,0.3,21056.6953715564
"4043",1,15,0.3,0.3,20091.2181512814
"4044",1,15,0.4,0.3,19066.5242889936
"4045",1,15,0.5,0.3,18044.4403641566
"4046",1,15,0.6,0.3,17126.3545741521
"4047",1,15,0.7,0.3,16360.0984528802
"4048",1,15,0.8,0.3,15744.9561531901
"4049",1,15,0.9,0.3,15258.765899343
"4050",1,15,1,0.3,14875.2596150329
"4051",1,15,1.1,0.3,14571.1565683064
"4052",1,15,1.2,0.3,14327.8950753895
"4053",1,15,1.3,0.3,14131.309743324
"4054",1,15,1.4,0.3,13970.7657970284
"4055",1,15,1.5,0.3,13838.3025106323
"4056",1,15,1.6,0.3,13727.9374467676
"4057",1,15,1.7,0.3,13635.1414598631
"4058",1,15,1.8,0.3,13556.4544240861
"4059",1,15,1.9,0.3,13489.2070467114
"4060",1,15,2,0.3,13431.319732032
"4061",1,15,0.1,0.4,22012.4056152435
"4062",1,15,0.2,0.4,21126.4900529994
"4063",1,15,0.3,0.4,20204.976286301
"4064",1,15,0.4,0.4,19225.9871300358
"4065",1,15,0.5,0.4,18251.5674533933
"4066",1,15,0.6,0.4,17378.838090464
"4067",1,15,0.7,0.4,16651.8490311594
"4068",1,15,0.8,0.4,16068.5725860873
"4069",1,15,0.9,0.4,15607.3775442691
"4070",1,15,1,0.4,15243.238056082
"4071",1,15,1.1,0.4,14954.1511214828
"4072",1,15,1.2,0.4,14722.6211323346
"4073",1,15,1.3,0.4,14535.3010602551
"4074",1,15,1.4,0.4,14382.1632050893
"4075",1,15,1.5,0.4,14255.6921838647
"4076",1,15,1.6,0.4,14150.2324190253
"4077",1,15,1.7,0.4,14061.4962237488
"4078",1,15,1.8,0.4,13986.2035411652
"4079",1,15,1.9,0.4,13921.820827673
"4080",1,15,2,0.4,13866.3719846279
"4081",1,15,0.1,0.5,22032.3573134877
"4082",1,15,0.2,0.5,21182.0186166391
"4083",1,15,0.3,0.5,20296.8187872687
"4084",1,15,0.4,0.5,19356.2797858037
"4085",1,15,0.5,0.5,18424.3065193529
"4086",1,15,0.6,0.5,17594.5085919719
"4087",1,15,0.7,0.5,16906.433180084
"4088",1,15,0.8,0.5,16355.7786987319
"4089",1,15,0.9,0.5,15920.7925060814
"4090",1,15,1,0.5,15577.3420011408
"4091",1,15,1.1,0.5,15304.5394442536
"4092",1,15,1.2,0.5,15085.8909867282
"4093",1,15,1.3,0.5,14908.8511294769
"4094",1,15,1.4,0.5,14764.0036382754
"4095",1,15,1.5,0.5,14644.2911932203
"4096",1,15,1.6,0.5,14544.4000640642
"4097",1,15,1.7,0.5,14460.298596159
"4098",1,15,1.8,0.5,14388.8999090406
"4099",1,15,1.9,0.5,14327.81755874
"4100",1,15,2,0.5,14275.1885826227
"4101",1,15,0.1,0.6,22046.2883933616
"4102",1,15,0.2,0.6,21224.2284497996
"4103",1,15,0.3,0.6,20368.0653360519
"4104",1,15,0.4,0.6,19459.1040165841
"4105",1,15,0.5,0.6,18564.6642760959
"4106",1,15,0.6,0.6,17775.3838201286
"4107",1,15,0.7,0.6,17125.5441217734
"4108",1,15,0.8,0.6,16607.7435357277
"4109",1,15,0.9,0.6,16199.6004397782
"4110",1,15,1,0.6,15877.6110785938
"4111",1,15,1.1,0.6,15621.8747673318
"4112",1,15,1.2,0.6,15416.8419185107
"4113",1,15,1.3,0.6,15250.7466746674
"4114",1,15,1.4,0.6,15114.7797273693
"4115",1,15,1.5,0.6,15002.3452487538
"4116",1,15,1.6,0.6,14908.4780154566
"4117",1,15,1.7,0.6,14829.409964295
"4118",1,15,1.8,0.6,14762.2547583961
"4119",1,15,1.9,0.6,14704.7797661786
"4120",1,15,2,0.6,14655.2410697478
"4121",1,15,0.1,0.7,22054.666164371
"4122",1,15,0.2,0.7,21254.1623431523
"4123",1,15,0.3,0.7,20420.2161836286
"4124",1,15,0.4,0.7,19536.4620433717
"4125",1,15,0.5,0.7,18675.1045538372
"4126",1,15,0.6,0.7,17924.0853873549
"4127",1,15,0.7,0.7,17311.5908983907
"4128",1,15,0.8,0.7,16826.4360310639
"4129",1,15,0.9,0.7,16445.2549505423
"4130",1,15,1,0.7,16144.9972460199
"4131",1,15,1.1,0.7,15906.6585487328
"4132",1,15,1.2,0.7,15715.5857007363
"4133",1,15,1.3,0.7,15560.7679778537
"4134",1,15,1.4,0.7,15433.9914564396
"4135",1,15,1.5,0.7,15329.1173937077
"4136",1,15,1.6,0.7,15241.5284692652
"4137",1,15,1.7,0.7,15167.7215230413
"4138",1,15,1.8,0.7,15105.0129371102
"4139",1,15,1.9,0.7,15051.3263594146
"4140",1,15,2,0.7,15005.0393764614
"4141",1,15,0.1,0.8,22057.984001525
"4142",1,15,0.2,0.8,21272.919075723
"4143",1,15,0.3,0.8,20454.8877539629
"4144",1,15,0.4,0.8,19590.5650595946
"4145",1,15,0.5,0.8,18758.4178902108
"4146",1,15,0.6,0.8,18043.6615402961
"4147",1,15,0.7,0.8,17467.4880129742
"4148",1,15,0.8,0.8,17014.4032383804
"4149",1,15,0.9,0.8,16659.8563080725
"4150",1,15,1,0.8,16381.1603185079
"4151",1,15,1.1,0.8,16160.1520346092
"4152",1,15,1.2,0.8,15983.036630954
"4153",1,15,1.3,0.8,15839.5324968078
"4154",1,15,1.4,0.8,15722.0039513531
"4155",1,15,1.5,0.8,15624.7584176668
"4156",1,15,1.6,0.8,15543.5197305081
"4157",1,15,1.7,0.8,15475.0455961711
"4158",1,15,1.8,0.8,15416.8528039745
"4159",1,15,1.9,0.8,15367.0200494905
"4160",1,15,2,0.8,15324.0458569997
"4161",1,15,0.1,0.9,22056.745986365
"4162",1,15,0.2,0.9,21281.6171709977
"4163",1,15,0.3,0.9,20473.7535728432
"4164",1,15,0.4,0.9,19623.7473322086
"4165",1,15,0.5,0.9,18817.5957405936
"4166",1,15,0.6,0.9,18137.4141043658
"4167",1,15,0.7,0.9,17596.4502874034
"4168",1,15,0.8,0.9,17174.5530521975
"4169",1,15,0.9,0.9,16845.9350396015
"4170",1,15,1,0.9,16588.2588889673
"4171",1,15,1.1,0.9,16384.1770848377
"4172",1,15,1.2,0.9,16220.722847651
"4173",1,15,1.3,0.9,16088.3163090891
"4174",1,15,1.4,0.9,15979.8782802454
"4175",1,15,1.5,0.9,15890.1461069647
"4176",1,15,1.6,0.9,15815.1730045822
"4177",1,15,1.7,0.9,15751.9691181372
"4178",1,15,1.8,0.9,15698.2456321871
"4179",1,15,1.9,0.9,15652.2319927811
"4180",1,15,2,0.9,15612.5445753861
"4181",1,15,0.1,1,22051.4536159717
"4182",1,15,0.2,1,21281.363441946
"4183",1,15,0.3,1,20478.4932048786
"4184",1,15,0.4,1,19638.3900207548
"4185",1,15,0.5,1,18855.7155829755
"4186",1,15,0.6,1,18208.7397849964
"4187",1,15,0.7,1,17701.8072254931
"4188",1,15,0.8,1,17309.9584019046
"4189",1,15,0.9,1,17006.2549340788
"4190",1,15,1,1,16768.7561078855
"4191",1,15,1.1,1,16580.9263270825
"4192",1,15,1.2,1,16430.6013773409
"4193",1,15,1.3,1,16308.8740615287
"4194",1,15,1.4,1,16209.1960725277
"4195",1,15,1.5,1,16126.7141927144
"4196",1,15,1.6,1,16057.7952971034
"4197",1,15,1.7,1,15999.6901092506
"4198",1,15,1.8,1,15950.2953031735
"4199",1,15,1.9,1,15907.9843752241
"4200",1,15,2,1,15871.4864832179
"4201",1,15,0.1,1.1,22042.5949728955
"4202",1,15,0.2,1.1,21273.2272743037
"4203",1,15,0.3,1.1,20470.7506413374
"4204",1,15,0.4,1.1,19636.8571080712
"4205",1,15,0.5,1.1,18875.8409298159
"4206",1,15,0.6,1.1,18260.993005797
"4207",1,15,0.7,1.1,17786.8466646334
"4208",1,15,0.8,1.1,17423.694006257
"4209",1,15,0.9,1.1,17143.6474121116
"4210",1,15,1,1.1,16925.2531386332
"4211",1,15,1.1,1.1,16752.7963403616
"4212",1,15,1.2,1.1,16614.8914569681
"4213",1,15,1.3,1.1,16503.2727256257
"4214",1,15,1.4,1.1,16411.8939082263
"4215",1,15,1.5,1.1,16336.2874974972
"4216",1,15,1.6,1.1,16273.1153813458
"4217",1,15,1.7,1.1,16219.854484063
"4218",1,15,1.8,1.1,16174.5759468361
"4219",1,15,1.9,1.1,16135.7888566875
"4220",1,15,2,1.1,16102.3286293491
"4221",1,15,0.1,1.2,22030.6364290442
"4222",1,15,0.2,1.2,21258.2209724978
"4223",1,15,0.3,1.2,20452.1024719208
"4224",1,15,0.4,1.2,19621.4443002392
"4225",1,15,0.5,1.2,18880.9382010919
"4226",1,15,0.6,1.2,18297.3745143076
"4227",1,15,0.7,1.2,17854.6928999683
"4228",1,15,0.8,1.2,17518.7109054922
"4229",1,15,0.9,1.2,17260.8827780814
"4230",1,15,1,1.2,17060.3565681591
"4231",1,15,1.1,1.2,16902.2511742355
"4232",1,15,1.2,1.2,16775.9345290101
"4233",1,15,1.3,1.2,16673.7485976564
"4234",1,15,1.4,1.2,16590.1178576136
"4235",1,15,1.5,1.2,16520.9344876273
"4236",1,15,1.6,1.2,16463.1347567392
"4237",1,15,1.7,1.2,16414.405733537
"4238",1,15,1.8,1.2,16372.9805995563
"4239",1,15,1.9,1.2,16337.4944038354
"4240",1,15,2,1.2,16306.8813245182
"4241",1,15,0.1,1.3,22016.0167181182
"4242",1,15,0.2,1.3,21237.2859785086
"4243",1,15,0.3,1.3,20424.0353032575
"4244",1,15,0.4,1.3,19594.340557497
"4245",1,15,0.5,1.3,18873.8107840049
"4246",1,15,0.6,1.3,18320.8473792886
"4247",1,15,0.7,1.3,17908.2203435978
"4248",1,15,0.8,1.3,17597.748971409
"4249",1,15,0.9,1.3,17360.5785342672
"4250",1,15,1,1.3,17176.5806557235
"4251",1,15,1.1,1.3,17031.7181454335
"4252",1,15,1.2,1.3,16916.0840074979
"4253",1,15,1.3,1.3,16822.5917596306
"4254",1,15,1.4,1.3,16746.103408383
"4255",1,15,1.5,1.3,16682.8433750142
"4256",1,15,1.6,1.3,16630.0005365565
"4257",1,15,1.7,1.3,16585.4551103545
"4258",1,15,1.8,1.3,16547.589109942
"4259",1,15,1.9,1.3,16515.1532638612
"4260",1,15,2,1.3,16487.1724686728
"4261",1,15,0.1,1.4,21999.1430651802
"4262",1,15,0.2,1.4,21211.2844041535
"4263",1,15,0.3,1.4,20387.9312995629
"4264",1,15,0.4,1.4,19557.6010988023
"4265",1,15,0.5,1.4,18857.0494893595
"4266",1,15,0.6,1.4,18334.0798790151
"4267",1,15,0.7,1.4,17950.0005026528
"4268",1,15,0.8,1.4,17663.2839035688
"4269",1,15,0.9,1.4,17445.1411776693
"4270",1,15,1,1.4,17276.2815199329
"4271",1,15,1.1,1.4,17143.5140195178
"4272",1,15,1.2,1.4,17037.6240046884
"4273",1,15,1.3,1.4,16952.0582281818
"4274",1,15,1.4,1.4,16882.0819523314
"4275",1,15,1.5,1.4,16824.2237801803
"4276",1,15,1.6,1.4,16775.9030136017
"4277",1,15,1.7,1.4,16735.1757103348
"4278",1,15,1.8,1.4,16700.559247469
"4279",1,15,1.9,1.4,16670.9095253963
"4280",1,15,2,1.4,16645.3339174089
"4281",1,15,0.1,1.5,21980.3890001023
"4282",1,15,0.2,1.5,21180.9950956827
"4283",1,15,0.3,1.5,20345.0604085267
"4284",1,15,0.4,1.5,19513.130242633
"4285",1,15,0.5,1.5,18832.9979827349
"4286",1,15,0.6,1.5,18339.4131664758
"4287",1,15,0.7,1.5,17982.2777914595
"4288",1,15,0.8,1.5,17717.5029800961
"4289",1,15,0.9,1.5,17516.7357669526
"4290",1,15,1,1.5,17361.6182138049
"4291",1,15,1.1,1.5,17239.7974159729
"4292",1,15,1.2,1.5,17142.7137723273
"4293",1,15,1.3,1.5,17064.3074049229
"4294",1,15,1.4,1.5,17000.2122200674
"4295",1,15,1.5,1.5,16947.2330305724
"4296",1,15,1.6,1.5,16902.9975794443
"4297",1,15,1.7,1.5,16865.7206514182
"4298",1,15,1.8,1.5,16834.0416753306
"4299",1,15,1.9,1.5,16806.9113306595
"4300",1,15,2,1.5,16783.5113052593
"4301",1,15,0.1,1.6,21960.0934840597
"4302",1,15,0.2,1.6,21147.1133583421
"4303",1,15,0.3,1.6,20296.5777569715
"4304",1,15,0.4,1.6,19462.6722318644
"4305",1,15,0.5,1.6,18803.7315157556
"4306",1,15,0.6,1.6,18338.8504669641
"4307",1,15,0.7,1.6,18006.9684364598
"4308",1,15,0.8,1.6,17762.3029083571
"4309",1,15,0.9,1.6,17577.2767957279
"4310",1,15,1,1.6,17434.5348433057
"4311",1,15,1.1,1.6,17322.5423151459
"4312",1,15,1.2,1.6,17233.3534380826
"4313",1,15,1.3,1.6,17161.3610485607
"4314",1,15,1.4,1.6,17102.5334518198
"4315",1,15,1.5,1.6,17053.9243806702
"4316",1,15,1.6,1.6,17013.348719494
"4317",1,15,1.7,1.6,16979.1634533591
"4318",1,15,1.8,1.6,16950.1172239421
"4319",1,15,1.9,1.6,16925.2454677133
"4320",1,15,2,1.6,16903.7963120161
"4321",1,15,0.1,1.7,21938.5610204105
"4322",1,15,0.2,1.7,21110.2534768406
"4323",1,15,0.3,1.7,20243.5247992815
"4324",1,15,0.4,1.7,19407.8081653494
"4325",1,15,0.5,1.7,18771.0472700598
"4326",1,15,0.6,1.7,18334.0638720459
"4327",1,15,0.7,1.7,18025.6763672245
"4328",1,15,0.8,1.7,17799.3032196177
"4329",1,15,0.9,1.7,17628.4341546065
"4330",1,15,1,1.7,17496.758047404
"4331",1,15,1.1,1.7,17393.5275189277
"4332",1,15,1.2,1.7,17311.3663697031
"4333",1,15,1.3,1.7,17245.0795218267
"4334",1,15,1.4,1.7,17190.9364225825
"4335",1,15,1.5,1.7,17146.2135891613
"4336",1,15,1.6,1.7,17108.8927950281
"4337",1,15,1.7,1.7,17077.4575699833
"4338",1,15,1.8,1.7,17050.753627802
"4339",1,15,1.9,1.7,17027.8916908589
"4340",1,15,2,1.7,17008.1788836256
"4341",1,15,0.1,1.8,21916.0624796779
"4342",1,15,0.2,1.8,21070.95324058
"4343",1,15,0.3,1.8,20186.8330169571
"4344",1,15,0.4,1.8,19349.9572655766
"4345",1,15,0.5,1.8,18736.4647170901
"4346",1,15,0.6,1.8,18326.4144971513
"4347",1,15,0.7,1.8,18039.7203143169
"4348",1,15,0.8,1.8,17829.8694217056
"4349",1,15,0.9,1.8,17671.6488073533
"4350",1,15,1,1.8,17549.8048813348
"4351",1,15,1.1,1.8,17454.3374521185
"4352",1,15,1.2,1.8,17378.3938333405
"4353",1,15,1.3,1.8,17317.1512093416
"4354",1,15,1.4,1.8,17267.1484103192
"4355",1,15,1.5,1.8,17225.8601061808
"4356",1,15,1.6,1.8,17191.4160070531
"4357",1,15,1.7,1.8,17162.4115925755
"4358",1,15,1.8,1.8,17137.7783528409
"4359",1,15,1.9,1.8,17116.6934921114
"4360",1,15,2,1.8,17098.516215533
"4361",1,15,0.1,1.9,21892.8364248113
"4362",1,15,0.2,1.9,21029.6797890234
"4363",1,15,0.3,1.9,20127.3292436572
"4364",1,15,0.4,1.9,19290.3809159799
"4365",1,15,0.5,1.9,18701.2344852497
"4366",1,15,0.6,1.9,18316.981821869
"4367",1,15,0.7,1.9,18050.1671236107
"4368",1,15,0.8,1.9,17855.1412359855
"4369",1,15,0.9,1.9,17708.1539083532
"4370",1,15,1,1.9,17594.9971093055
"4371",1,15,1.1,1.9,17506.3704877766
"4372",1,15,1.2,1.9,17435.8982447714
"4373",1,15,1.3,1.9,17379.0914858965
"4374",1,15,1.4,1.9,17332.7285477775
"4375",1,15,1.5,1.9,17294.4593605087
"4376",1,15,1.6,1.9,17262.5440736961
"4377",1,15,1.7,1.9,17235.676692602
"4378",1,15,1.8,1.9,17212.8641149391
